Decimal,Hex,Alpha Tag,Mode,Category,Tag,Description
43077,a845,31-BVR MDOW VFD,T,Jasper County (31),Fire-Talk,Beaver Meadow VFD Private --- Jasper County (31) --- Fire-Talk
43078,a846,31-CENTRAL VFD,T,Jasper County (31),Fire-Talk,Central VFD Private --- Jasper County (31) --- Fire-Talk
43079,a847,31-FELSHP VFD,T,Jasper County (31),Fire-Talk,Fellowship VFD Private --- Jasper County (31) --- Fire-Talk
43080,a848,31-HAL VFD,T,Jasper County (31),Fire-Talk,Hal VFD Private --- Jasper County (31) --- Fire-Talk
43081,a849,31-HEIDLBRG VFD,T,Jasper County (31),Fire-Talk,Heidelberg VFD Private --- Jasper County (31) --- Fire-Talk
43082,a84a,31-LK EDNS VFD,T,Jasper County (31),Fire-Talk,Lake Eddins VFD Private --- Jasper County (31) --- Fire-Talk
43083,a84b,31-LOUIN VFD,T,Jasper County (31),Fire-Talk,Louin VFD Private --- Jasper County (31) --- Fire-Talk
43084,a84c,31-MONTRSE VFD,T,Jasper County (31),Fire-Talk,Montrose VFD Private --- Jasper County (31) --- Fire-Talk
43085,a84d,31-MOSSVLE VFD,T,Jasper County (31),Fire-Talk,Mossville VFD Private --- Jasper County (31) --- Fire-Talk
43086,a84e,31-NE JASP VFD,T,Jasper County (31),Fire-Talk,Northeast Jasper VFD Private --- Jasper County (31) --- Fire-Talk
43087,a84f,31-OAK BWRY VFD,T,Jasper County (31),Fire-Talk,Oak Bowery VFD Private --- Jasper County (31) --- Fire-Talk
43088,a850,31-PAULDNG VFD,T,Jasper County (31),Fire-Talk,Paulding VFD Private --- Jasper County (31) --- Fire-Talk
43089,a851,31-ROSE HILL VFD,T,Jasper County (31),Fire-Talk,Rose Hill VFD Private --- Jasper County (31) --- Fire-Talk
43090,a852,31-STRINGER VFD,T,Jasper County (31),Fire-Talk,Stringer VFD Private --- Jasper County (31) --- Fire-Talk
43091,a853,31-JC EVENT,T,Jasper County (31),Multi-Tac,County Special Event --- Jasper County (31) --- Multi-Tac
43335,a947,35-SO DISP,T,Kemper County (35),Law Dispatch,Sheriff - Dispatch --- Kemper County (35) --- Law Dispatch
43345,a951,35-EMA,T,Kemper County (35),Emergency Ops,Emergency Management Agency --- Kemper County (35) --- Emergency Ops
43370,a96a,35-RD & BRDG DSP,T,Kemper County (35),Public Works,County Road & Bridge - Dispatch --- Kemper County (35) --- Public Works
43371,a96b,35-RD & BRDG PRI,T,Kemper County (35),Public Works,County Road & Bridge - Primary --- Kemper County (35) --- Public Works
43379,a973,35-ALL CALL,T,Kemper County (35),Emergency Ops,County All Call --- Kemper County (35) --- Emergency Ops
43400,a988,35-COMMS,T,Kemper County (35),Emergency Ops,County Communications --- Kemper County (35) --- Emergency Ops
43401,a989,35-CO FD DISP,T,Kemper County (35),Fire Dispatch,County Fire - Dispatch --- Kemper County (35) --- Fire Dispatch
43402,a98a,35-DAMASCUS VFD,T,Kemper County (35),Fire-Talk,Damascus Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43403,a98b,35-DEKALB VFD,T,Kemper County (35),Fire-Talk,Dekalb Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43404,a98c,35-KEMP SPGS VFD,T,Kemper County (35),Fire-Talk,Kemper Springs Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43405,a98d,35-MT NEBO VFD,T,Kemper County (35),Fire-Talk,Mount Nebo Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43406,a98e,35-MT SALEM VFD,T,Kemper County (35),Fire-Talk,Mount Salem Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43409,a991,35-PRESTON VFD,T,Kemper County (35),Fire-Talk,Preston Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43410,a992,35-SCOOBA VFD,T,Kemper County (35),Fire-Talk,Scooba Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43411,a993,35-SINAI VFD,T,Kemper County (35),Fire-Talk,Sinai Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43412,a994,35-SPG HILL VFD,T,Kemper County (35),Fire-Talk,Spring Hill Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43413,a995,35-3 ML CRNR VFD,T,Kemper County (35),Fire-Talk,3 Mile Corner Volunteer Fire Department --- Kemper County (35) --- Fire-Talk
43661,aa8d,38-MERIDIAN PD 1,T,Lauderdale County (38),Law Dispatch,Meridian Police - 1 --- Lauderdale County (38) --- Law Dispatch
43662,aa8e,38-MERIDIAN PD 2,T,Lauderdale County (38),Law Tac,Meridian Police - 2 --- Lauderdale County (38) --- Law Tac
43670,aa96,38-MERIDIAN FD 1,T,Lauderdale County (38),Fire Dispatch,Meridian Fire - 1 --- Lauderdale County (38) --- Fire Dispatch
43671,aa97,38-MERIDIAN FD 2,T,Lauderdale County (38),Fire-Tac,Meridian Fire - 2 --- Lauderdale County (38) --- Fire-Tac
43903,ab7f,38-EMA 1,T,Lauderdale County (38),Emergency Ops,Emergency Management Agency 1 --- Lauderdale County (38) --- Emergency Ops
43905,ab81,38-EMA 2,T,Lauderdale County (38),Emergency Ops,Emergency Management Agency 2 --- Lauderdale County (38) --- Emergency Ops
43907,ab83,38-EOC,T,Lauderdale County (38),Emergency Ops,Emergency Operations Center --- Lauderdale County (38) --- Emergency Ops
43909,ab85,38-EMA EVENT,T,Lauderdale County (38),Emergency Ops,Emergency Management Agency Events --- Lauderdale County (38) --- Emergency Ops
43920,ab90,38-SO 1,T,Lauderdale County (38),Law Dispatch,Sheriff - 1 --- Lauderdale County (38) --- Law Dispatch
43922,ab92,38-SO 2,T,Lauderdale County (38),Law Tac,Sheriff - 2 --- Lauderdale County (38) --- Law Tac
43924,ab94,38-SO 3,T,Lauderdale County (38),Law Tac,Sheriff - 3 --- Lauderdale County (38) --- Law Tac
43926,ab96,38-SO CID,T,Lauderdale County (38),Law Talk,Sheriff - Criminal Investigations Division --- Lauderdale County (38) --- Law Talk
43928,ab98,38-SO EMDTF,T,Lauderdale County (38),Law Tac,Sheriff - East Mississippi Drug Task Force --- Lauderdale County (38) --- Law Tac
43932,ab9c,38-SO SWAT,T,Lauderdale County (38),Law Tac,Sheriff - SWAT --- Lauderdale County (38) --- Law Tac
43934,ab9e,38-COURTS,T,Lauderdale County (38),Law Tac,County Courts --- Lauderdale County (38) --- Law Tac
43936,aba0,38-DETENT CTR,T,Lauderdale County (38),Corrections,County Detention Center --- Lauderdale County (38) --- Corrections
43938,aba2,38-LAW COMMON,T,Lauderdale County (38),Law Talk,County Law Enforcement - Common --- Lauderdale County (38) --- Law Talk
43950,abae,38-CO FIRE 1,T,Lauderdale County (38),Fire Dispatch,County Fire - 1 --- Lauderdale County (38) --- Fire Dispatch
43952,abb0,38-CO FIRE 2,T,Lauderdale County (38),Fire-Tac,County Fire - 2 --- Lauderdale County (38) --- Fire-Tac
43954,abb2,38-CO FIRE FG 1,T,Lauderdale County (38),Law Tac,County Fire - Fireground 1 --- Lauderdale County (38) --- Law Tac
43956,abb4,38-CO FIRE FG 2,T,Lauderdale County (38),Fire-Tac,County Fire - Fireground 2 --- Lauderdale County (38) --- Fire-Tac
43958,abb6,38-CO FIRE PRIV,T,Lauderdale County (38),Fire-Talk,County Fire - Private --- Lauderdale County (38) --- Fire-Talk
43970,abc2,38-ROADS 1,T,Lauderdale County (38),Public Works,County Roads - 1 --- Lauderdale County (38) --- Public Works
43972,abc4,38-ROADS 2,T,Lauderdale County (38),Public Works,County Roads - 2 --- Lauderdale County (38) --- Public Works
43974,abc6,38-ROADS 3,T,Lauderdale County (38),Public Works,County Roads - 3 --- Lauderdale County (38) --- Public Works
43976,abc8,38-ROADS 4,T,Lauderdale County (38),Public Works,County Roads - 4 --- Lauderdale County (38) --- Public Works
43986,abd2,38-WIDE AREA,T,Lauderdale County (38),Interop,County Wide Area --- Lauderdale County (38) --- Interop
44314,ad1a,44-CFD DISP,T,Lowndes County (44),Fire Dispatch,Columbus Fire Department - Dispatch --- Lowndes County (44) --- Fire Dispatch
44328,ad28,44 SO DISP,T,Lowndes County (44),Law Dispatch,Sheriff Dispatch --- Lowndes County (44) --- Law Dispatch
44358,ad46,44-GTRA OPS,T,Lowndes County (44),Business,Golden Triangle Regional Airport - Operations --- Lowndes County (44) --- Business
44359,ad47,44-GTRA ADMIN,T,Lowndes County (44),Business,Golden Triangle Regional Airport - Administration --- Lowndes County (44) --- Business
44360,ad48,44-GTRA EMERG,T,Lowndes County (44),Emergency Ops,Golden Triangle Regional Airport - Emergency --- Lowndes County (44) --- Emergency Ops
44363,ad4b,44 FD DISP,T,Lowndes County (44),Fire Dispatch,County Fire Dispatch --- Lowndes County (44) --- Fire Dispatch
44364,ad4c,44 FD OPS,T,Lowndes County (44),Fire-Tac,County Fire Operations --- Lowndes County (44) --- Fire-Tac
44365,ad4d,44 FD DISTRICT 1,T,Lowndes County (44),Fire-Talk,County Fire District 1 --- Lowndes County (44) --- Fire-Talk
44366,ad4e,44 FD DISTRICT 2,T,Lowndes County (44),Fire-Talk,County Fire District 2 --- Lowndes County (44) --- Fire-Talk
44367,ad4f,44 FD DISTRICT 3,T,Lowndes County (44),Fire-Talk,County Fire District 3 --- Lowndes County (44) --- Fire-Talk
44368,ad50,44 FD DISTRICT 4,T,Lowndes County (44),Fire-Talk,County Fire District 4 --- Lowndes County (44) --- Fire-Talk
44369,ad51,44 FD DISTRICT 5,T,Lowndes County (44),Fire-Talk,County Fire District 5 --- Lowndes County (44) --- Fire-Talk
44370,ad52,44 FD/EMA BACKUP,T,Lowndes County (44),Emergency Ops,County Fire / EMA Backup --- Lowndes County (44) --- Emergency Ops
44371,ad53,44 FD SAR OPS,T,Lowndes County (44),Emergency Ops,County Fire Search & Rescue --- Lowndes County (44) --- Emergency Ops
44639,ae5f,45-MPD DISP,T,Madison County (45),Law Dispatch,Madison Police - Dispatch --- Madison County (45) --- Law Dispatch
44640,ae60,45-MPD C-C,T,Madison County (45),Law Talk,Madison Police - Car to Car --- Madison County (45) --- Law Talk
44641,ae61,45-MPD TAC 1,T,Madison County (45),Law Tac,Madison Police - Tactical 1 --- Madison County (45) --- Law Tac
44642,ae62,45-MPD TAC 2,T,Madison County (45),Law Tac,Madison Police - Tactical 2 --- Madison County (45) --- Law Tac
44643,ae63,45-MPD TAC 3,T,Madison County (45),Law Tac,Madison Police - Tactical 3 --- Madison County (45) --- Law Tac
44644,ae64,45-MPD S.R.T.,Te,Madison County (45),Law Tac,Madison Police - Special Response Team (SWAT)  --- Madison County (45) --- Law Tac
44645,ae65,45-MPD C.I.D.,Te,Madison County (45),Law Talk,Madison Police - Criminal Investigation Division --- Madison County (45) --- Law Talk
44646,ae66,45-MPD ADMIN,Te,Madison County (45),Law Talk,Madison Police - Administration --- Madison County (45) --- Law Talk
44648,ae68,45-MFD DISP,T,Madison County (45),Fire Dispatch,Madison Fire - Dispatch --- Madison County (45) --- Fire Dispatch
44649,ae69,45-MFD FG 1,T,Madison County (45),Fire-Tac,Madison FIre - Fireground 1 --- Madison County (45) --- Fire-Tac
44650,ae6a,45-MFD FG 2,T,Madison County (45),Fire-Tac,Madison Fire - Fireground 2 --- Madison County (45) --- Fire-Tac
44651,ae6b,45-MFD FG 3,T,Madison County (45),Fire-Tac,Madison Fire - Fireground 3 --- Madison County (45) --- Fire-Tac
44652,ae6c,45-MFD FG 4,T,Madison County (45),Fire-Tac,Madison FIre - Fireground 4 --- Madison County (45) --- Fire-Tac
44653,ae6d,45-MFD FG 5,T,Madison County (45),Fire-Tac,Madison Fire - Fireground 5 --- Madison County (45) --- Fire-Tac
44654,ae6e,45-MFD PRIVT,T,Madison County (45),Fire-Talk,Madison Fire - Private --- Madison County (45) --- Fire-Talk
44656,ae70,45-MPD ANML CNTL,T,Madison County (45),Public Works,Madison Police - Animal Control --- Madison County (45) --- Public Works
44700,ae9c,45-LAW COMMON,T,Madison County (45),Law Talk,Madison/Ridgeland/Canton Law Common --- Madison County (45) --- Law Talk
44701,ae9d,45-MAD/RIDG SE 1,T,Madison County (45),Multi-Tac,Madison/Ridgeland Special Events 1 --- Madison County (45) --- Multi-Tac
44702,ae9e,45-MAD/RIDG SE 2,T,Madison County (45),Multi-Tac,Madison/Ridgeland Special Events 2 --- Madison County (45) --- Multi-Tac
44760,aed8,45-CAN FIRE,T,Madison County (45),Fire Dispatch,Canton Fire - Dispatch --- Madison County (45) --- Fire Dispatch
44761,aed9,45-CAN FD ADMIN,T,Madison County (45),Fire-Talk,Canton Fire - Admin --- Madison County (45) --- Fire-Talk
44762,aeda,45-CAN FD FG 1,T,Madison County (45),Fire-Tac,Canton Fire - Fireground 1 --- Madison County (45) --- Fire-Tac
44763,aedb,45 CAN FD FG 2,T,Madison County (45),Fire-Tac,Canton Fire - Fireground 2 --- Madison County (45) --- Fire-Tac
44764,aedc,45-CAN FD FG 3,T,Madison County (45),Fire-Tac,Canton Fire - Fireground 3 --- Madison County (45) --- Fire-Tac
44765,aedd,45-CAN FD FG 4,T,Madison County (45),Fire-Tac,Canton Fire - Fireground 4 --- Madison County (45) --- Fire-Tac
44770,aee2,45-CAN PD DISP,T,Madison County (45),Law Dispatch,Canton Police - Dispatch --- Madison County (45) --- Law Dispatch
44771,aee3,45-CAN PD C-C,T,Madison County (45),Law Talk,Canton Police - Car to Car --- Madison County (45) --- Law Talk
44772,aee4,45-CAN PD TAC,T,Madison County (45),Law Tac,Canton Police - Tactical --- Madison County (45) --- Law Tac
44773,aee5,45-CAN PD CID,T,Madison County (45),Law Tac,Canton Police - Criminal Investigations Division --- Madison County (45) --- Law Tac
44774,aee6,45-CAN PD ADMIN,T,Madison County (45),Law Talk,Canton Police - Administration --- Madison County (45) --- Law Talk
44775,aee7,45-CAN PD SWAT,T,Madison County (45),Law Tac,Canton Police - S.W.A.T. --- Madison County (45) --- Law Tac
44780,aeec,45-SO DISP 1,T,Madison County (45),Law Dispatch,Sheriff - Dispatch 1 --- Madison County (45) --- Law Dispatch
44781,aeed,45-SO DISP 2,T,Madison County (45),Law Dispatch,Sheriff - Dispatch 2 --- Madison County (45) --- Law Dispatch
44782,aeee,45-SO C-C,T,Madison County (45),Law Talk,Sheriff - Car to Car --- Madison County (45) --- Law Talk
44783,aeef,45-SO TAC,T,Madison County (45),Law Tac,Sheriff - Tactical --- Madison County (45) --- Law Tac
44784,aef0,45-SO INVEST,T,Madison County (45),Law Tac,Sherrif - Investigators --- Madison County (45) --- Law Tac
44785,aef1,45-SO SWAT,Te,Madison County (45),Law Tac,Sheriff - S.W.A.T. --- Madison County (45) --- Law Tac
44786,aef2,45-SO NARC,Te,Madison County (45),Law Tac,Sheriff - Narcotics --- Madison County (45) --- Law Tac
44787,aef3,45-SO JAIL,T,Madison County (45),Corrections,Sheriff - Jail --- Madison County (45) --- Corrections
44788,aef4,45-SO ADMIN,T,Madison County (45),Law Talk,Sheriff - Administration --- Madison County (45) --- Law Talk
44789,aef5,45-SO EVENTS,T,Madison County (45),Law Talk,Sheriff - Events --- Madison County (45) --- Law Talk
44790,aef6,45-FLO PD DISP,T,Madison County (45),Law Dispatch,Flora Police - Dispatch --- Madison County (45) --- Law Dispatch
44791,aef7,45-FLO PD C-C,T,Madison County (45),Law Talk,Flora Police - Car to Car --- Madison County (45) --- Law Talk
44792,aef8,45-FLO PD TAC,T,Madison County (45),Law Tac,Flora Police - Tactical --- Madison County (45) --- Law Tac
44801,af01,45-RPD DISP,T,Madison County (45),Law Dispatch,Ridgeland Police - Dispatch --- Madison County (45) --- Law Dispatch
44802,af02,45-RPD C-C,T,Madison County (45),Law Talk,Ridgeland Police - Car to Car --- Madison County (45) --- Law Talk
44803,af03,45-RPD TAC 1,T,Madison County (45),Law Tac,Ridgeland Police - Tactical 1 --- Madison County (45) --- Law Tac
44804,af04,45-RPD TAC 2,T,Madison County (45),Law Tac,Ridgeland Police - Tactical 2 --- Madison County (45) --- Law Tac
44805,af05,45-RPD TAC 3,T,Madison County (45),Law Tac,Ridgeland Police - Tactical 3 --- Madison County (45) --- Law Tac
44806,af06,45-RPD S.R.T.,Te,Madison County (45),Law Tac,Ridgeland Police - Special Response Team (SWAT) --- Madison County (45) --- Law Tac
44807,af07,45-RPD NARC,Te,Madison County (45),Law Talk,Ridgeland Police - Narcotics --- Madison County (45) --- Law Talk
44808,af08,45-RPD EOC,Te,Madison County (45),Emergency Ops,Ridgeland Police - Emergency Operations Center --- Madison County (45) --- Emergency Ops
44809,af09,45-RIDG ANML CNT,T,Madison County (45),Law Tac,Ridgeland Animal Control --- Madison County (45) --- Law Tac
44810,af0a,45-RFD DISP,T,Madison County (45),Fire Dispatch,Ridgeland Fire - Dispatch --- Madison County (45) --- Fire Dispatch
44811,af0b,45-RFD FG 1,T,Madison County (45),Fire-Tac,Ridgeland Fire - Fireground 1 --- Madison County (45) --- Fire-Tac
44812,af0c,45-RFD FG 2,T,Madison County (45),Fire-Tac,Ridgeland Fire - Fireground 2 --- Madison County (45) --- Fire-Tac
44813,af0d,45-RFD FG 3,T,Madison County (45),Fire-Tac,Ridgeland Fire - Fireground 3 --- Madison County (45) --- Fire-Tac
44814,af0e,45-RFD FG 4,T,Madison County (45),Fire-Tac,Ridgeland Fire - Fireground 4 --- Madison County (45) --- Fire-Tac
44815,af0f,45-RFD ADMIN,T,Madison County (45),Fire-Talk,Ridgeland Fire - Administration --- Madison County (45) --- Fire-Talk
44816,af10,45-RIDG PUB WK 1,T,Madison County (45),Public Works,Ridgeland Public Works 1 --- Madison County (45) --- Public Works
44817,af11,45-RIDG PUB WK 2,T,Madison County (45),Public Works,Ridgeland Public Works 2 --- Madison County (45) --- Public Works
44818,af12,45-RIDG ADMIN,T,Madison County (45),Public Works,Ridgeland City Admin --- Madison County (45) --- Public Works
44819,af13,45-RIDG CMN,T,Madison County (45),Public Works,Ridgeland City Common --- Madison County (45) --- Public Works
44820,af14,HLMS CC RPD DISP,T,Colleges and Universities,Law Dispatch,Holmes Community College Ridgeland Campus - Police Dispatch --- Colleges and Universities --- Law Dispatch
44821,af15,HLMS CC RPD 2,T,Colleges and Universities,Law Tac,Holmes Community College Ridgeland Campus - Police 2 --- Colleges and Universities --- Law Tac
44830,af1e,45-GFD DISP,T,Madison County (45),Fire Dispatch,Gluckstadt Fire - Dispatch --- Madison County (45) --- Fire Dispatch
44832,af20,45-GFD FG 1,T,Madison County (45),Fire-Tac,Gluckstadt Fire - Fireground 1 --- Madison County (45) --- Fire-Tac
44834,af22,45-GFD FG 2,T,Madison County (45),Fire-Tac,Gluckstadt Fire - Fireground 2 --- Madison County (45) --- Fire-Tac
44836,af24,45-GFD ADMIN,T,Madison County (45),Fire-Talk,Gluckstadt Fire - Administration --- Madison County (45) --- Fire-Talk
44841,af29,45-CO FG 1,T,Madison County (45),Fire-Tac,County Fireground 1 --- Madison County (45) --- Fire-Tac
44842,af2a,45-CO FG 2,T,Madison County (45),Fire-Tac,County Fireground 2 --- Madison County (45) --- Fire-Tac
44843,af2b,45-CO FG 3,T,Madison County (45),Fire-Tac,County Fireground 3 --- Madison County (45) --- Fire-Tac
44844,af2c,45-CO FG 4,T,Madison County (45),Fire-Tac,County Fireground 4 --- Madison County (45) --- Fire-Tac
44845,af2d,45-FRMHVN VFD,T,Madison County (45),Fire-Talk,Farmhaven VFD --- Madison County (45) --- Fire-Talk
44846,af2e,45-CAMDEN VFD,T,Madison County (45),Fire-Talk,Camden VFD --- Madison County (45) --- Fire-Talk
44847,af2f,45-FLO FIRE,T,Madison County (45),Fire-Talk,Flora Fire - Talk --- Madison County (45) --- Fire-Talk
44848,af30,45-SW VFD,T,Madison County (45),Fire-Talk,Southwest VFD --- Madison County (45) --- Fire-Talk
44849,af31,45-KP VFD,T,Madison County (45),Fire-Talk,Kearney Park VFD --- Madison County (45) --- Fire-Talk
44850,af32,45-VV VFD,T,Madison County (45),Fire-Talk,Valley View VFD --- Madison County (45) --- Fire-Talk
44851,af33,45-EOC MAIN,T,Madison County (45),Emergency Ops,Emergency Operations Center - Main --- Madison County (45) --- Emergency Ops
44852,af34,45-EOC ADMIN,T,Madison County (45),Emergency Ops,Emergency Operations Center - Administration --- Madison County (45) --- Emergency Ops
44853,af35,45-EOC ERT,T,Madison County (45),Emergency Ops,Emergency Operations Center - Emergency Response Teams --- Madison County (45) --- Emergency Ops
44854,af36,45-EOC SIRENS,T,Madison County (45),Emergency Ops,Emergency Operations Center - Sirens (DATA)  --- Madison County (45) --- Emergency Ops
44910,af6e,45-GPD DISP,T,Madison County (45),Law Dispatch,Gluckstadt Police - Dispatch --- Madison County (45) --- Law Dispatch
44911,af6f,45-GPD C-C,T,Madison County (45),Law Talk,Gluckstadt Police - Car to Car --- Madison County (45) --- Law Talk
44912,af70,45-GPD TAC,T,Madison County (45),Law Tac,Gluckstadt Police - Tactical --- Madison County (45) --- Law Tac
44913,af71,45-GPD INV,T,Madison County (45),Law Tac,Gluckstadt Police - Investigations --- Madison County (45) --- Law Tac
44914,af72,45-GPD ADMIN,T,Madison County (45),Law Talk,Gluckstadt Police - Administration --- Madison County (45) --- Law Talk
44965,afa5,48-SO DISP,T,Monroe County (48),Law Dispatch,Sheriff - Dispatch --- Monroe County (48) --- Law Dispatch
44966,afa6,48-SO C-C,T,Monroe County (48),Law Talk,Sheriff - Car to Car --- Monroe County (48) --- Law Talk
44967,afa7,48-SO TAC,TE,Monroe County (48),Law Tac,Sheriff - Tactical --- Monroe County (48) --- Law Tac
44968,afa8,48-SO SWAT,TE,Monroe County (48),Law Tac,Sheriff - SWAT --- Monroe County (48) --- Law Tac
44969,afa9,48-MONROE CMN,T,Monroe County (48),Interop,Common --- Monroe County (48) --- Interop
44970,afaa,48-MON SLD WASTE,T,Monroe County (48),Public Works,County Solid Waste --- Monroe County (48) --- Public Works
44971,afab,48-MON FD DISP,T,Monroe County (48),Fire Dispatch,County Fire - Dispatch --- Monroe County (48) --- Fire Dispatch
44972,afac,48-MON CO ADMIN,T,Monroe County (48),Public Works,County Administration --- Monroe County (48) --- Public Works
44974,afae,48-CO LAW M/A,TE,Monroe County (48),Interop,County Law Mutual Aid --- Monroe County (48) --- Interop
44975,afaf,48-AMORY FD DISP,T,Monroe County (48),Fire Dispatch,Amory Fire - Dispatch --- Monroe County (48) --- Fire Dispatch
44976,afb0,48-AMORY FD FG 1,T,Monroe County (48),Fire-Tac,Amory Fire - Fireground 1 --- Monroe County (48) --- Fire-Tac
44977,afb1,48-AMORY ADMIN,T,Monroe County (48),Public Works,Amory City Administration --- Monroe County (48) --- Public Works
44978,afb2,48-AMORY PD DISP,T,Monroe County (48),Law Dispatch,Amory Police - Dispatch --- Monroe County (48) --- Law Dispatch
44979,afb3,48-AMORY FD FG 2,T,Monroe County (48),Fire-Tac,Amory Fire - Fireground 2 --- Monroe County (48) --- Fire-Tac
44980,afb4,48-AIRPORT OPS,TE,Monroe County (48),Public Works,County Airport - Operations --- Monroe County (48) --- Public Works
44981,afb5,48-MON FG 1,T,Monroe County (48),Fire-Tac,County Fire - Fireground 1 --- Monroe County (48) --- Fire-Tac
44982,afb6,48-MON FG 2,T,Monroe County (48),Fire-Tac,County Fire - Fireground 2 --- Monroe County (48) --- Fire-Tac
44983,afb7,48-MON EVNT 1,T,Monroe County (48),Interop,County Special Events 1 --- Monroe County (48) --- Interop
44984,afb8,48-MON EVNT 2,T,Monroe County (48),Interop,County Special Events 2 --- Monroe County (48) --- Interop
44985,afb9,48-MON EVNT 3,T,Monroe County (48),Interop,County Special Events 3 --- Monroe County (48) --- Interop
44986,afba,48-MON EVNT 4,T,Monroe County (48),Interop,County Special Events 4 --- Monroe County (48) --- Interop
44987,afbb,48-MON EVNT 5,T,Monroe County (48),Interop,County Special Events 5 --- Monroe County (48) --- Interop
44988,afbc,48-MON EVNT 6,T,Monroe County (48),Interop,County Special Events 6 --- Monroe County (48) --- Interop
44989,afbd,48-MON FD ADMIN,T,Monroe County (48),Fire-Talk,County Fire - Administration --- Monroe County (48) --- Fire-Talk
44990,afbe,48-AMORY PD C-C,T,Monroe County (48),Law Talk,Amory Police - Car to Car --- Monroe County (48) --- Law Talk
44991,afbf,48-AMORY PD TAC1,T,Monroe County (48),Law Tac,Amory Police - Tactical 1 --- Monroe County (48) --- Law Tac
44992,afc0,48-AMORY PD TAC2,TE,Monroe County (48),Law Tac,Amory Police - Tactical 2 --- Monroe County (48) --- Law Tac
45005,afcd,48-ABRDN PD DISP,T,Monroe County (48),Law Dispatch,Aberdeen Police - Dispatch --- Monroe County (48) --- Law Dispatch
45290,b0ea,48-WIDE AREA,T,Monroe County (48),Interop,Monroe Wide Area --- Monroe County (48) --- Interop
45291,b0eb,50-PHIL FD DISP,T,Neshoba County (50),Fire Dispatch,Philadelphia Fire - Dispatch --- Neshoba County (50) --- Fire Dispatch
45292,b0ec,50-PHIL FD 2,T,Neshoba County (50),Fire Dispatch,Philadelphia Fire - 2 --- Neshoba County (50) --- Fire Dispatch
45293,b0ed,50-PHIL FD TALK,T,Neshoba County (50),Fire-Talk,Philadelphia Fire - Talkaround --- Neshoba County (50) --- Fire-Talk
45294,b0ee,50-PHIL PD DISP,T,Neshoba County (50),Law Dispatch,Philadelphia Police - Dispatch --- Neshoba County (50) --- Law Dispatch
45300,b0f4,50-SO DISP,T,Neshoba County (50),Law Dispatch,Sheriff - DIspatch --- Neshoba County (50) --- Law Dispatch
45301,b0f5,50-SO C-C,T,Neshoba County (50),Law Talk,Sheriff - Car to Car --- Neshoba County (50) --- Law Talk
45302,b0f6,50-SO TAC 1,T,Neshoba County (50),Law Tac,Sheriff - Tac 1 --- Neshoba County (50) --- Law Tac
45303,b0f7,50-SO TAC 2,T,Neshoba County (50),Law Tac,Sheriff - Tac 2 --- Neshoba County (50) --- Law Tac
45304,b0f8,50-EVENTS,T,Neshoba County (50),Interop,Special Events --- Neshoba County (50) --- Interop
45419,b16b,50-CO EMS,T,Neshoba County (50),EMS Dispatch,County EMS - Dispatch --- Neshoba County (50) --- EMS Dispatch
45616,b230,50-WIDE AREA,T,Neshoba County (50),Interop,Wide Area --- Neshoba County (50) --- Interop
45617,b231,51 EMA OPS,T,Newton County (51),Emergency Ops,Emergency Management Operations --- Newton County (51) --- Emergency Ops
45619,b233,51 EMA SAR,T,Newton County (51),Emergency Ops,Emergency Management Search and Rescue --- Newton County (51) --- Emergency Ops
45621,b235,51 SO DISP,T,Newton County (51),Law Dispatch,Sheriff Dispatch --- Newton County (51) --- Law Dispatch
45623,b237,51 SO CAR,T,Newton County (51),Law Talk,Sheriff Car to Car --- Newton County (51) --- Law Talk
45625,b239,51 NCFD DISP,T,Newton County (51),Fire Dispatch,Countywide Fire Dispatch --- Newton County (51) --- Fire Dispatch
45626,b23a,51 NCFD FG2,T,Newton County (51),Fire-Tac,Countywide Fireground 2 --- Newton County (51) --- Fire-Tac
45627,b23b,51 NCFD FG1,T,Newton County (51),Fire-Tac,Countywide Fireground 1 --- Newton County (51) --- Fire-Tac
45628,b23c,51 NCFD FG3,T,Newton County (51),Fire-Tac,Countywide Fireground 3 --- Newton County (51) --- Fire-Tac
45629,b23d,CAREMED-NEWTON,T,Wide Area EMS and Air Ambulance,EMS Dispatch,CareMed EMS - Newton/Jasper Co. --- Wide Area EMS and Air Ambulance --- EMS Dispatch
45630,b23e,51 NPD DISP,T,Newton County (51),Law Dispatch,Newton Police Dispatch --- Newton County (51) --- Law Dispatch
45632,b240,51 NPD TAC1,T,Newton County (51),Law Tac,Newton Police Tactical 1 --- Newton County (51) --- Law Tac
45640,b248,51 UNION PD,T,Newton County (51),Law Dispatch,Union Police Dispatch --- Newton County (51) --- Law Dispatch
45745,b2b1,51 NC SCHL RSRC,T,Newton County (51),Schools,County School Resource --- Newton County (51) --- Schools
